price,retail_price,units_sold,uses_ad_boosts,rating,rating_count,badges_count,product_color,product_variation_inventory,shipping_option_price,countries_shipped_to,has_urgency_banner,merchant_rating_count,merchant_rating,merchant_has_profile_picture
1.911866143,2.412266186,6.468607662,0,1.389794087,3.176740617,0,11,2,1.206033741,2.894046154,0,9.722351833,1.476836073,0
1.692017598,1.622972454,9.993592182,1,1.421060114,5.392320824,0,11,50,1.206033741,3.787439455,1,22.26280842,1.479922555,0
1.601386804,1.544937134,6.468607662,0,1.429366456,5.823676128,0,13,19,1.206033741,2.763617671,0,21.1492917,1.455174684,0
1.810937162,2.551510098,6.468607662,0,1.469061665,5.548960554,0,11,50,1.345710653,2.728271139,0,11.85102427,1.465226845,0
1.810937162,1.810937162,6.468607662,0,1.457457698,4.27497369,0,101,5,1.345710653,3.023997439,0,9.59320875,1.476606516,0
1.596821374,1.544937134,14.53585357,0,1.48229418,8.701735822,1,90,50,1.206033741,2.763617671,1,17.64148109,1.456233313,0
1.161484211,1.206033741,3.471686819,1,1.478546018,1.957359541,0,71,50,1,2.728271139,0,14.15696334,1.437698033,0
1.596821374,1.622972454,6.468607662,0,1.460382081,4.676089734,0,90,50,1.206033741,2.93910113,0,10.95934056,1.46040917,0
2.040630314,3.2235024,3.471686819,0,1.460382081,2.529709945,0,101,50,1.454517385,2.634039586,1,18.75696044,1.451389832,1
1.596821374,1.622972454,6.468607662,1,1.489714658,4.280313745,1,13,10,1.206033741,2.672812783,0,18.08002667,1.460955877,0
1.754197044,1.692017598,6.468607662,0,1.435511745,5.190918979,0,45,4,1.206033741,2.814453052,0,9.047051317,1.441668281,0
1.30266539,1.345710653,9.993592182,0,1.396419148,6.695421575,0,13,50,1,2.305775078,0,27.90576614,1.483820092,0
1.810937162,1.754197044,12.05260937,0,1.434492458,6.842343599,0,100,50,1.345710653,2.797784069,0,12.24392059,1.441339815,0
1.911866143,1.863246312,6.468607662,0,1.470017557,4.558810118,1,90,50,1.345710653,2.529709945,0,13.18625682,1.454531479,0
1.754197044,2.150570888,3.471686819,1,1.314433339,1.754197044,0,20,50,1.345710653,2.710124154,0,18.41424273,1.457004388,0
2.040630314,1.957359541,9.993592182,1,1.460382081,5.740846551,0,63,2,1.345710653,2.763617671,0,21.1492917,1.455174684,0
1.608169755,1.754197044,3.471686819,1,1.437544476,1.622972454,0,11,1,1,2.763617671,0,13.85359667,1.446682154,0
2.000164758,2.000164758,6.468607662,0,1.470017557,3.787439455,1,71,50,1.345710653,2.728271139,1,12.91482183,1.452680053,1
1.810937162,3.279493405,18.62052378,0,1.479485464,10.18264199,1,13,50,1.345710653,2.710124154,0,19.49003917,1.464744461,0
1.692017598,3.128042745,1.863246312,0,1.115815095,1.206033741,0,90,50,1.206033741,2.763617671,0,5.039364969,1.440472378,0
1.957359541,2.040630314,3.471686819,1,1.433471212,2.36064165,0,13,50,1.345710653,2.305775078,0,4.16417208,1.45651934,0
1.423148991,2.710124154,3.471686819,0,1.406200402,3.01029219,0,41,2,1,2.36064165,1,12.34182185,1.489239394,0
1.544937134,1.544937134,12.05260937,1,1.436529082,8.864023688,1,90,50,1,3.064137547,1,15.77265268,1.469195142,0
1.611159763,2.968132269,3.471686819,0,1.378559017,2.634039586,0,11,50,1,2.763617671,0,17.64148109,1.456233313,0
2.115620824,2.040630314,1.863246312,0,1.345710653,1.345710653,0,40,2,1.454517385,2.593661054,0,2.529709945,1.40817628,0
2.000164758,2.878598417,6.468607662,0,1.457457698,6.200450921,0,80,50,1.345710653,2.551510098,0,11.76182245,1.462875263,1
1.810937162,1.754197044,12.05260937,0,1.367071135,7.562920796,0,90,50,1.345710653,2.36064165,1,12.20441342,1.445452411,0
1.692017598,1.622972454,3.471686819,0,1.434492458,3.037537002,0,13,50,1.206033741,2.797784069,1,24.57624105,1.475376293,0
1.911866143,2.247137921,3.471686819,0,1.395320858,2.040630314,0,90,50,1.206033741,2.593661054,1,8.797638376,1.471417725,0
1.611159763,1.911866143,6.468607662,0,1.472875208,4.701100774,0,20,1,1,2.710124154,0,12.17376224,1.471237318,0
1,1.911866143,6.468607662,1,1.434492458,1.544937134,0,20,37,1,2.728271139,0,11.42206368,1.440389317,0
1.911866143,3.023997439,6.468607662,1,1.389794087,2.653617385,0,90,49,1.206033741,2.386830748,1,5.88094862,1.45058873,0
1.810937162,1.754197044,9.993592182,1,1.457457698,6.266145514,0,21,50,1.345710653,2.572818636,0,13.68812536,1.465110298,0
1.622972454,2.968132269,6.468607662,1,1.402960415,6.35767121,0,4,1,1.206033741,2.461069013,0,13.02068698,1.442260919,0
1,1.863246312,3.471686819,0,1.409420357,2.909274414,0,90,2,1,2.710124154,1,21.93272269,1.438349013,1
1.810937162,1.754197044,9.993592182,0,1.460382081,5.969568261,0,68,50,1.345710653,2.728271139,1,14.6679927,1.454455604,1
1.622972454,1.622972454,3.471686819,0,1.454517385,1.754197044,0,92,5,1.206033741,2.333643708,0,3.703357176,1.441990953,0
1.911866143,3.128042745,6.468607662,0,1.467144828,4.247999406,0,79,50,1.206033741,2.710124154,0,12.54503274,1.475266775,0
1.692017598,1.622972454,2.878598417,0,1.454517385,1.454517385,0,20,50,1.206033741,3.79483755,1,2.593661054,1.488140717,0
1.544937134,2.672812783,2.878598417,1,1.544937134,1.206033741,0,45,17,1,2.572818636,0,1.810937162,1.42071116,0
1.310542336,1.345710653,3.471686819,1,1.357689495,2.247137921,0,100,1,1,2.614060819,0,13.32135049,1.454673446,0
1.613392476,1.911866143,6.468607662,1,1.445598777,4.237079023,0,90,6,1,2.484521173,1,10.58581636,1.491674031,0
1.911866143,1.863246312,9.993592182,0,1.426266871,6.482553203,0,90,50,1.206033741,2.386830748,0,19.72613701,1.480236074,1
1.754197044,1.863246312,3.471686819,0,1.309238378,1.692017598,0,79,4,1.345710653,2.247137921,0,4.317199987,1.443883049,0
2.040630314,3.115542862,6.468607662,0,1.435511745,4.11160367,0,20,50,1.454517385,2.710124154,0,12.63278715,1.469134018,1
1.206033741,1.810937162,3.471686819,0,1.399700099,2.551510098,0,90,1,1,2.710124154,0,9.914972971,1.470745554,0
1.754197044,1.692017598,12.05260937,1,1.447593536,7.430267541,0,100,50,1.345710653,2.507390411,0,20.12422685,1.467872275,1
1.607419903,2.507390411,6.468607662,1,1.393117251,4.253431293,0,90,50,1.206033741,3.630513952,0,14.73107465,1.472860378,1
1.754197044,2.305775078,3.471686819,1,1.428335278,2.830859662,0,98,50,1.345710653,2.728271139,0,18.67995357,1.442267116,0
1.539904436,1.544937134,12.05260937,1,1.447593536,6.988314594,0,15,6,1,2.862923552,0,19.16903852,1.466326557,1
1.754197044,1.692017598,12.05260937,0,1.436529082,8.304193177,0,68,50,1.345710653,2.040630314,1,11.65081129,1.441789133,0
1.911866143,1.863246312,3.471686819,1,1.398608756,2.878598417,0,13,50,1.345710653,2.728271139,0,27.974613,1.483331681,0
1.754197044,2.572818636,1.863246312,0,1.544937134,0,0,13,50,1.206033741,2.386830748,0,7.212563004,1.47095138,0
1.810937162,2.572818636,2.878598417,1,1.50156426,1.454517385,0,90,50,1.345710653,2.728271139,0,11.49672374,1.466210899,0
1.692017598,1.622972454,3.471686819,0,1.479485464,2.924290446,0,11,50,1.206033741,2.529709945,1,7.858769439,1.438350964,1
1.911866143,1.863246312,12.05260937,0,1.477604958,6.546020722,0,77,50,1.345710653,2.634039586,0,11.78403456,1.482263727,0
1.754197044,3.394325344,3.471686819,0,1.409420357,2.115620824,0,100,50,1.206033741,2.953713,0,10.97698816,1.451369296,0
1.610413666,1.544937134,12.05260937,1,1.475717968,7.858769439,0,94,1,1,2.614060819,0,23.92338882,1.468770487,1
1.754197044,1.692017598,6.468607662,0,1.39422023,4.955145838,0,71,50,1.206033741,3.064137547,0,6.975511659,1.451086812,0
1.60591736,1.544937134,3.471686819,1,1.454517385,1.454517385,0,11,45,1,2.529709945,1,11.71283466,1.446172066,0
1.615616878,1.544937134,12.05260937,0,1.417911166,7.729844749,0,41,4,1,2.507390411,0,8.163866152,1.44976113,0
1.622972454,2.247137921,3.471686819,0,1.355316527,2.000164758,0,79,50,1.206033741,2.763617671,0,8.524205451,1.447712584,0
1.692017598,1.622972454,18.62052378,1,1.493387775,14.00847411,1,40,2,1.206033741,2.614060819,0,23.92338882,1.468770487,1
1.754197044,1.692017598,12.05260937,1,1.424190333,7.089894273,0,71,1,1.206033741,2.847013481,0,9.520069474,1.448342635,0
1.957359541,1.911866143,6.468607662,0,1.435511745,4.836466796,0,15,50,1.345710653,2.000164758,0,8.051761343,1.469095712,0
1.606669106,1.754197044,14.53585357,1,1.454517385,9.39277285,0,71,50,1,2.484521173,0,10.75241787,1.472317643,0
1.957359541,2.150570888,9.993592182,0,1.448588139,5.004737942,0,90,50,1.345710653,2.763617671,0,6.926563194,1.452376653,0
1.911866143,1.863246312,14.53585357,1,1.461353371,8.759308679,0,35,50,1.206033741,2.614060819,0,12.9312823,1.451135906,0
1.754197044,2.894046154,3.471686819,0,1.48229418,2.529709945,1,71,50,1.206033741,2.763617671,0,10.42485322,1.437801578,0
1.911866143,1.863246312,3.471686819,1,1.398608756,2.878598417,0,13,50,1.345710653,2.728271139,1,27.974613,1.483331681,0
1.60591736,2.847013481,22.45697996,0,1.46425683,14.68005571,0,13,50,1.206033741,2.814453052,0,31.019459,1.461095921,1
1.810937162,1.754197044,14.53585357,0,1.424190333,9.292343023,0,41,44,1.345710653,2.247137921,0,13.626529,1.460833281,0
1.157860763,1.206033741,3.471686819,1,1.431422807,2.507390411,0,36,10,1,2.847013481,0,16.5280919,1.443049014,0
1.182609426,1.810937162,3.471686819,1,1.410489275,2.746097953,0,71,2,1,2.710124154,1,11.04847181,1.448888024,0
2.040630314,3.394325344,3.471686819,1,1.505159981,2.000164758,0,13,50,1.345710653,2.634039586,0,2.93910113,1.472417581,0
1.423148991,1.454517385,6.468607662,0,1.417911166,4.253431293,0,79,5,1,2.36064165,0,7.293422668,1.458349132,0
1.607419903,2.746097953,6.468607662,0,1.383082642,3.65523215,0,79,50,1.206033741,2.763617671,1,10.03815931,1.449330101,0
1.911866143,2.507390411,3.471686819,1,1.465221205,2.461069013,1.206033741,69,2,1.345710653,2.797784069,0,11.90051943,1.474815585,0
1.810937162,1.754197044,3.471686819,1,1.367071135,3.176740617,0,79,10,1.345710653,2.412266186,0,4.620624456,1.427215895,0
1.622972454,1.754197044,12.05260937,0,1.450571831,6.998228825,0,13,50,1.206033741,2.763617671,0,19.05968757,1.434664272,1
2.247137921,2.150570888,3.471686819,1,1.320850065,2.07903836,0,40,50,1.622972454,2.634039586,0,3.115542862,1.380657012,0
1.597584728,1.544937134,9.993592182,0,1.443596559,6.734929165,0,13,50,1.206033741,2.746097953,1,22.41334765,1.481882922,0
1.754197044,3.090128809,3.471686819,0,1.451560936,2.484521173,0,90,1,1.206033741,2.572818636,0,4.393496083,1.44287846,0
1.754197044,1.692017598,6.468607662,1,1.414743223,5.800335279,0,58,10,1.206033741,2.691643023,0,17.60328922,1.464117551,0
1.622972454,1.622972454,6.468607662,1,1.436529082,3.757449815,0,41,1,1.206033741,2.614060819,0,5.805023748,1.439041301,0
1.911866143,1.863246312,9.993592182,0,1.450571831,7.28962681,0,13,50,1.345710653,2.333643708,0,9.776635849,1.478800908,0
1.692017598,1.622972454,6.468607662,1,1.47382444,3.535754494,0,90,3,1.206033741,2.412266186,0,4.432766471,1.448917923,0
1.911866143,1.863246312,12.05260937,0,1.431422807,7.458977531,0,79,50,1.345710653,2.529709945,0,13.18625682,1.454531479,0
1.608918665,2.507390411,3.471686819,0,1.296001614,2.184051321,0,40,3,1.206033741,2.728271139,1,15.68022193,1.444073837,0
2.040630314,1.957359541,12.05260937,0,1.447593536,8.662245158,0,20,36,1.454517385,2.412266186,1,16.6231689,1.443148816,0
1.544937134,2.894046154,1.863246312,0,1.544937134,0,0,13,1,1,2.634039586,0,4.650712188,1.453517018,0
1.544937134,1.544937134,3.471686819,1,1.483227233,1.863246312,0,29,3,1.206033741,2.305775078,0,12.30562453,1.470779015,0
1.911866143,1.863246312,6.468607662,0,1.466183868,4.442438714,0,60,50,1.206033741,2.276966107,0,11.7103707,1.439764496,1
1.957359541,3.115542862,1.863246312,0,1.421060114,1.345710653,0,71,20,1.345710653,2.551510098,0,4.388520147,1.45534262,0
1.599108488,1.544937134,1.863246312,0,1.50156426,1.206033741,0,77,50,1.206033741,3.553495831,0,3.941922698,1.502690419,1
1.911866143,1.863246312,3.471686819,1,1.454517385,1.957359541,0,13,50,1.206033741,2.551510098,0,5.492648347,1.455955438,0
2.150570888,2.07903836,12.05260937,0,1.470017557,8.736091715,1,26,50,1.544937134,2.909274414,0,12.90616413,1.488110336,1
1.692017598,2.763617671,3.471686819,0,1.425229623,2.276966107,0,77,9,1.206033741,2.710124154,0,11.74159443,1.442408407,0
1.957359541,3.322496824,2.878598417,1,1.523667362,1.454517385,0,40,18,1.345710653,2.614060819,0,2.982364848,1.471490033,0
1.692017598,1.622972454,3.471686819,0,1.544937134,1.206033741,0,13,50,1.206033741,2.728271139,0,11.95479603,1.451633139,0
1.692017598,2.572818636,2.878598417,0,1.345710653,1.206033741,0,20,50,1.206033741,2.728271139,0,15.47640695,1.454669328,0
1.911866143,3.01029219,6.468607662,0,1.465221205,3.765007827,0,100,50,1.206033741,2.728271139,0,10.82272844,1.460108388,1
1.957359541,2.763617671,3.471686819,0,1.412620572,2.436997431,0,55,50,1.345710653,2.746097953,0,8.885609354,1.449423077,0
2.000164758,2.894046154,9.993592182,0,1.414743223,3.703357176,0,100,50,1.345710653,2.763617671,1,13.96488299,1.44922532,0
1.310542336,1.810937162,1,0,1.544937134,0,0,68,1,1,2.572818636,0,4.973010834,1.413458306,0
1.622972454,1.622972454,14.53585357,1,1.453533706,7.344772929,0,40,50,1.206033741,2.572818636,0,13.68812536,1.465110298,0
1.810937162,2.968132269,3.471686819,1,1.457457698,2.507390411,0,72,3,1.345710653,2.216200667,0,2.862923552,1.425674407,0
1.544937134,1.544937134,2.878598417,0,1.544937134,1,0,100,5,1.206033741,2.830859662,0,1.454517385,1.429366456,0
1.612649166,1.544937134,6.468607662,0,1.427302086,3.873760556,0,90,6,1,2.507390411,0,11.82126315,1.453830647,0
1.206033741,1.206033741,12.05260937,1,1.453533706,6.433384078,0,40,1,1,2.333643708,0,12.74869156,1.458938459,1
1.692017598,1.622972454,9.993592182,0,1.49063523,6.461604342,1,41,8,1.206033741,2.728271139,1,24.13712545,1.449262515,0
1.597584728,1.622972454,3.471686819,0,1.355316527,2.000164758,0,13,50,1.206033741,2.614060819,0,8.529181009,1.461257786,0
2.000164758,2.150570888,9.993592182,0,1.465221205,6.073502831,0,71,6,1.345710653,2.763617671,1,9.754212709,1.445672879,0
1.754197044,1.692017598,9.993592182,1,1.413682973,6.876662539,0,100,27,1.345710653,2.461069013,0,21.70720037,1.462409202,1
1.911866143,1.863246312,6.468607662,1,1.432447998,4.667671902,0,41,5,1.345710653,2.614060819,0,5.15898537,1.444205416,0
1.754197044,1.692017598,14.53585357,0,1.459409044,11.68033897,0,13,50,1.206033741,2.529709945,1,14.38060944,1.470790353,0
2.115620824,3.2235024,3.471686819,1,1.406200402,2.672812783,0,79,50,1.544937134,2.996416366,0,6.61775237,1.480616187,1
1.911866143,1.863246312,3.471686819,0,1.510510464,1.544937134,0,84,12,1.345710653,2.746097953,0,17.40345583,1.466472018,1
1.911866143,1.863246312,9.993592182,0,1.426266871,6.482553203,0,90,50,1.206033741,2.386830748,1,19.72613701,1.480236074,1
1.754197044,1.692017598,14.53585357,0,1.470017557,10.88539908,1,13,50,1.206033741,2.551510098,0,17.95228322,1.481697233,0
2.040630314,1.957359541,6.468607662,1,1.458434252,5.307671975,0,50,50,1.454517385,2.728271139,0,15.68022193,1.444073837,0
1.692017598,1.622972454,3.471686819,0,1.413682973,2.386830748,0,13,50,1.206033741,3.703357176,0,5.313627629,1.469566538,0
1.957359541,1.911866143,14.53585357,1,1.443596559,8.095962542,0,71,25,1.345710653,2.878598417,0,19.55250101,1.469412203,1
1.692017598,2.878598417,6.468607662,0,1.401875916,2.862923552,0,0,50,1.206033741,3.742209436,0,6.929468449,1.455658945,0
1.206033741,2.968132269,3.471686819,1,1.354125824,2.461069013,0,50,2,1,2.412266186,0,9.674909816,1.423779677,0
1.622972454,2.115620824,3.471686819,1,1.358871792,2.436997431,0,90,25,1.206033741,2.184051321,1,11.7760651,1.441992679,0
1.754197044,1.692017598,6.468607662,1,1.461353371,4.527035023,0,52,50,1.345710653,2.672812783,1,8.498372633,1.466730196,0
1.754197044,3.311886789,14.53585357,0,1.450571831,11.70014796,0,101,50,1.345710653,3.687503455,1,18.48369517,1.474290511,0
1.754197044,2.386830748,9.993592182,0,1.454517385,2.551510098,0,50,50,1.345710653,2.763617671,1,12.97232136,1.466562979,0
1.911866143,2.305775078,6.468607662,1,1.451560936,4.904176221,0,13,50,1.206033741,2.507390411,1,9.717693972,1.486086054,0
1.420012558,1.454517385,9.993592182,0,1.368231687,6.604565601,0,40,2,1,2.797784069,0,12.24392059,1.441339815,0
1.150520604,1.206033741,3.471686819,1,1.421060114,1.957359541,0,90,1,1,2.710124154,0,6.549404379,1.450182113,0
2.000164758,1.911866143,3.471686819,0,1.28100656,1.206033741,0,90,36,1.345710653,2.484521173,1,2.529709945,1.431852967,0
2.000164758,1.911866143,6.468607662,1,1.436529082,1.911866143,0,100,30,1.345710653,2.763617671,0,21.1492917,1.455174684,0
1.911866143,2.115620824,3.471686819,1,1.335915993,1.957359541,0,98,50,1.206033741,2.115620824,1,2.184051321,1.42071116,0
1.692017598,1.810937162,6.468607662,0,1.429366456,4.290940214,0,13,2,1.206033741,2.780842544,1,16.31255421,1.469322462,1
1.528845271,3.2235024,12.05260937,0,1.470017557,8.809049822,0,77,45,1,2.691643023,0,15.36622971,1.447481992,0
1.810937162,1.754197044,9.993592182,0,1.48229418,6.008313844,0,98,50,1.345710653,2.953713,0,10.41181836,1.469244957,0
2.184051321,3.605332822,3.471686819,0,1.422105588,4.050982269,0,79,34,1.544937134,2.894046154,1,4.671885937,1.469699113,0
1.692017598,1.622972454,9.993592182,1,1.416857309,5.636988575,0,45,50,1.206033741,2.728271139,0,12.67079199,1.456945789,0
2.115620824,2.040630314,1.863246312,0,1.345710653,1.345710653,0,40,2,1.454517385,2.593661054,1,2.529709945,1.40817628,0
1.544937134,1.754197044,6.468607662,1,1.352932287,2.529709945,0,59,1,1,2.710124154,1,11.5287962,1.454042234,0
1.150520604,1.206033741,6.468607662,1,1.430395629,2.894046154,0,13,1,1,2.507390411,1,4.92619484,1.4488331,0
1.692017598,1.622972454,3.471686819,1,1.435511745,2.276966107,0,20,3,1.206033741,2.862923552,0,2.780842544,1.431702601,0
1.622972454,1.692017598,2.878598417,0,1.303987157,1.345710653,0,71,46,1.206033741,1.754197044,1,7.04862689,1.460280186,0
2.000164758,2.216200667,6.468607662,1,1.430395629,3.880723392,0,13,50,1.345710653,1.957359541,1,4.013400147,1.448739203,0
1.911866143,3.364047845,3.471686819,0,1.398608756,2.36064165,0,13,50,1.206033741,2.909274414,1,20.67113903,1.491158531,1
1.692017598,1.622972454,9.993592182,0,1.379693681,6.540936365,0,41,4,1.206033741,2.814453052,0,9.047051317,1.441668281,0
1.957359541,1.911866143,3.471686819,0,1.206033741,1.345710653,0,71,50,1.345710653,2.672812783,0,10.15273827,1.454628611,0
1.622972454,2.150570888,3.471686819,0,1.468104091,3.404257622,0,13,37,1.206033741,3.200352103,1,5.706792297,1.470679163,0
1.622972454,2.150570888,9.993592182,0,1.378559017,5.209827399,0,90,50,1.206033741,2.862923552,0,11.28970064,1.475366096,0
1.754197044,1.692017598,3.471686819,1,1.443596559,1.810937162,0,40,25,1.345710653,2.461069013,0,21.70720037,1.462409202,1
1.754197044,1.692017598,3.471686819,0,1.362402119,2.484521173,0,100,5,1.206033741,2.551510098,0,3.364047845,1.461102531,0
1.911866143,3.311886789,6.468607662,0,1.452548225,6.073502831,0,74,50,1.206033741,3.780002135,0,10.71007649,1.468202001,0
1.622972454,2.305775078,9.993592182,0,1.458434252,5.498078822,0,71,21,1.206033741,2.953713,1,10.97698816,1.451369296,0
1.911866143,1.863246312,6.468607662,1,1.430395629,3.994247215,0,13,50,1.345710653,2.746097953,0,7.154603522,1.427874433,0
1.810937162,1.754197044,3.471686819,1,1.470017557,2.529709945,0,38,20,1.345710653,2.614060819,0,8.600461772,1.45201093,0
1.754197044,2.412266186,3.471686819,0,1.354125824,2.040630314,0,13,50,1.206033741,2.710124154,1,2.763617671,1.367773182,0
1.432447998,1.454517385,6.468607662,1,1.386449329,3.257408211,0,79,1,1,2.672812783,0,22.75594921,1.433430474,0
1.754197044,1.692017598,3.471686819,0,1.443596559,1.810937162,0,90,50,1.206033741,3.679507095,0,16.60481945,1.464364776,0
1.622972454,3.83842902,3.471686819,1,1.437544476,2.909274414,0,40,49,1.206033741,2.862923552,0,8.376373322,1.469969105,0
1.754197044,2.150570888,6.468607662,0,1.450571831,4.620624456,0,90,50,1.345710653,2.551510098,0,6.271853517,1.444733266,0
1.810937162,2.634039586,14.53585357,0,1.463290738,9.621448981,0,13,50,1.345710653,2.746097953,0,18.55245006,1.470814056,0
1.596821374,1.544937134,9.993592182,1,1.460382081,6.465108562,0,13,50,1,3.090128809,0,21.99863442,1.478707854,1
1.345710653,1.345710653,3.471686819,0,1.392011908,2.07903836,0,12,3,1,2.634039586,0,4.531611258,1.443776168,0
1.754197044,1.863246312,2.878598417,0,1.434492458,1.544937134,0,20,5,1.206033741,2.333643708,0,3.719029741,1.433542526,0
1.603656402,3.01029219,6.468607662,0,1.453533706,3.164754997,0,98,3,1,2.763617671,0,8.82873563,1.472075443,0
1.544937134,1.544937134,1.863246312,0,1.544937134,0,0,90,50,1.206033741,1.754197044,1,3.719029741,1.438275306,0
1.754197044,1.692017598,14.53585357,1,1.414743223,10.32476147,0,60,50,1.206033741,2.672812783,0,20.4538482,1.458270285,0
1.421060114,1.454517385,12.05260937,1,1.484158704,7.876287391,0,13,50,1,3.787439455,0,12.46719892,1.492081744,1
1.692017598,2.878598417,6.468607662,0,1.401875916,2.862923552,0,0,50,1.206033741,3.742209436,1,6.929468449,1.455658945,0
1.754197044,1.692017598,9.993592182,1,1.423148991,6.275651075,0,100,17,1.345710653,2.572818636,0,8.864770387,1.481227762,0
1.911866143,1.863246312,6.468607662,0,1.417911166,4.896777023,0,20,50,1.206033741,2.728271139,0,17.45699105,1.460996761,0
1.754197044,1.692017598,2.878598417,0,1.454517385,1.622972454,0,50,4,1.345710653,2.746097953,1,14.39272816,1.470007849,0
2.305775078,4.000659058,6.468607662,1,1.389794087,5.481743699,0,90,50,1.544937134,2.614060819,1,11.83257565,1.468814258,0
1.754197044,1.692017598,12.05260937,1,1.424190333,8.233014102,0,90,50,1.345710653,2.728271139,0,17.45699105,1.460996761,0
2.216200667,2.412266186,6.468607662,1,1.346921533,4.215007394,1.206033741,60,10,1.622972454,2.830859662,0,10.01943118,1.469985772,0
1.911866143,1.863246312,6.468607662,0,1.421060114,4.269615564,0,71,50,1.206033741,2.691643023,0,8.174107019,1.460724704,0
1.622972454,1.622972454,6.468607662,0,1.470971774,5.377981345,0,71,9,1.206033741,2.653617385,0,8.701735822,1.487757802,0
1.692017598,2.968132269,9.993592182,1,1.470017557,7.05416696,0,71,15,1.206033741,2.728271139,0,15.47640695,1.454669328,0
1.692017598,1.622972454,12.05260937,1,1.438557938,7.778072189,0,90,10,1.206033741,2.247137921,0,10.97405221,1.459898603,0
1.754197044,1.911866143,3.471686819,0,1.322123359,2.276966107,0,98,50,1.206033741,2.150570888,1,2.529709945,1.411624756,0
2.040630314,2.412266186,3.471686819,0,1.414743223,3.176740617,0,41,2,1.345710653,2.691643023,0,11.10452881,1.46303339,0
1.622972454,1.622972454,3.471686819,1,1.421060114,2.436997431,0,28,5,1.206033741,2.672812783,1,9.830682799,1.458492312,0
1.911866143,1.957359541,9.993592182,0,1.39751511,6.546020722,0,13,50,1.206033741,3.257408211,0,7.204733323,1.449214659,0
1.622972454,2.276966107,9.993592182,0,1.367071135,5.564769694,0,81,13,1.206033741,2.593661054,0,11.99589597,1.465593953,1
1.692017598,2.830859662,9.993592182,0,1.456479374,5.519657191,0,60,50,1.206033741,2.746097953,0,16.94345119,1.448536623,0
1.622972454,3.2235024,12.05260937,1,1.48229418,7.514352426,1,13,50,1.206033741,2.551510098,0,15.94407214,1.472246591,0
1.692017598,2.115620824,12.05260937,0,1.425229623,7.573219457,0,79,50,1.206033741,2.797784069,0,7.468481548,1.445315722,0
1.810937162,3.090128809,6.468607662,1,1.424190333,3.955179701,0,79,50,1.345710653,2.634039586,0,8.984996868,1.451038899,0
